toy_id,toy_name,setls_internal_id,rental_price_cents,fetch_status
1216,Mike the Knight bath Toy,142400,50,ok
1217,Butterfly Stacking Block Puzzle,142401,50,ok
1218,Enigma Puzzle,142402,100,ok
1220,Pop to the shops,142404,100,ok
1222,Exersaucer Jungle,142406,300,ok
1224,Bus stop,142408,100,ok
1226,Teddy bear cake tin,142410,300,ok
1227,Car Cake tin,142411,300,ok
1228,Dolly Varden cake tin,142412,300,ok
1229,Letters cake tin,142413,300,ok
1230,Crown Cake tin,142414,300,ok
1231,Handbag cake tin,142415,300,ok
1232,Wavy Tactile Path,142416,300,ok
1233,Wedgit Deluxe set,142417,100,ok
1235,Cozy Pumper,142419,200,ok
1236,Floor Surfer,142420,200,ok
1237,scooter board,142421,100,ok
1238,Giant sand digger,142422,200,ok
1240,Rocking Bowl,142424,300,ok
1241,green weplay roll,142425,100,ok
1242,Magna Tiles,142426,200,ok
1243,sit and spin,142427,50,ok
1244,whirlee,142428,50,ok
1245,Table and chaiirs,142429,200,ok
1246,Tumblekins Fire Station,142430,50,ok
1249,Junior Labyrinth,142433,100,ok
1250,Bilibo,142434,100,ok
1252,first steps babywalker,142436,200,ok
1255,Jungle Animal Dominoes,142439,50,ok
1258,Tell the time,142442,50,ok
1260,Poppys Pony Adventure,142444,100,ok
1261,3rd Man rebound Net,142445,200,ok
1265,Crazy Fort,142449,200,ok
1266,rebound net,142450,200,ok
1268,Doc Mcstuffins dressup,142452,100,ok
1270,Klip Klop fisher price,142454,100,ok
1278,Farm sounds block,142462,100,ok
1282,Micki Pram,142466,200,ok
1287,Battleship,142470,50,ok
1289,My little Pony Rainbow Helicopter,142472,100,ok
1291,Buckaroo,142474,50,ok
1292,Radio Flyer Roller Coaster,142475,300,ok
1296,Plus plus,142479,200,ok
1297,Super chef kitchen,142480,300,ok
1299,Blu Track,142482,300,ok
13,Pull along chicken,142908,50,ok
1302,Bowling Monkeys,142485,50,ok
1304,Sandpit toys,142487,100,ok
1305,Peg Board,142488,50,ok
