toy_id,name,category,age_range,status,manufacturer,description,photo_url,photo_file
1050,First Hand,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,Storage location: Games,/photos/142243.jpg,142243.jpg
1051,Chicken Cha Cha Cha,Puzzles and games: For under 5s,4 years +,In library,,Storage location: Games,,
1053,Black/White Board,Big: Big\outdoor\ride on,2-5 years,In library,,"Storage location: Numeracy, Literacy and Science, Easel with white board and black board",,
1054,Rocking horse,Big: Big\outdoor\ride on,1-5yrs,In library,,"Storage location: Big toys and ride-ons, Wooden rocking horse",,
1055,Mega Blocks Work Bench,"Construction: Blocks, trains, magnets...",1-5yrs,In library,Megablocks,"Storage location: Construction, Mega Blocks Work Station -tools and blocks in a red box",/photos/142248.jpg,142248.jpg
1056,Fisher Price Fun town railway,Preschool: 2+ yr olds,1-5yrs,In library,Fisher Price,"Storage location: Toddlers, Fisher Price train track with train, and driver",/photos/142249.jpg,142249.jpg
1058,Little people building blocks,Big: Big\outdoor\ride on,1-5yrs,In library,Fisher Price,"Storage location: Construction, Little people builders set in plastic container with tan coloured roof ramp",/photos/142251.jpg,142251.jpg
106,Hammer and pegs 1,Baby: Toys for 0-2,9-36mths,In library,,,/photos/142976.jpg,142976.jpg
1061,Count and Scan Shop,Preschool: 2+ yr olds,2-5 years,In library,Leap Frog,Storage location: Toddlers,,
1062,Kids of Carcassonne,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,On loan (overdue),,Storage location: Games,/photos/142255.jpg,142255.jpg
1063,Rivers Roads & Rails,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,Storage location: Games,/photos/142256.jpg,142256.jpg
1065,Wooden Lacing Shoe,Puzzles and games: For under 5s,3 years +,In library,Melissa and Doug,Storage location: Preschoolers,/photos/142258.jpg,142258.jpg
1066,Shopping list,Puzzles and games: For under 5s,3 years +,In library,,Storage location: Games,/photos/142259.jpg,142259.jpg
1068,Can You See What I See,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,Gamewright,"Storage location: Games, Finders Keepers Game",/photos/142261.jpg,142261.jpg
1069,Yellow Helmet,Big: Big\outdoor\ride on,18 mths +,In library,,Storage location: Big toys and ride-ons,/photos/142262.jpg,142262.jpg
107,Hammer and pegs 2,Baby: Toys for 0-2,9-36mths,In library,,,/photos/142977.jpg,142977.jpg
1070,Fisher Price Train Set,Preschool: 2+ yr olds,2-5 years,In library,Donated,"Storage location: Toddlers, ""1 Train and Carriage,1 Wagon, 4 blocks, Merry go round, cat, elephant, clown""",/photos/142263.jpg,142263.jpg
1072,Pink Wooden Train Set,"Construction: Blocks, trains, magnets...",3 years +,In library,Unknown,Storage location: Preschoolers,/photos/142265.jpg,142265.jpg
1076,Duplo Cake Set,"Construction: Blocks, trains, magnets...",1-5yrs,In library,Duplo,"Storage location: Construction, Duplo pink cake set",/photos/142269.jpg,142269.jpg
1077,Wooden Tool Trolley,Preschool: 2+ yr olds,2-5 years,In library,Unknown,"Storage location: Preschoolers, Wooden Tool trolley with screws, screwdrivers etc.",/photos/142270.JPG,142270.JPG
1079,Weplay Blocks,Big: Big\outdoor\ride on,1-5yrs,In library,Unknown,"Storage location: Construction, Giant Lego blocks",/photos/142272.jpg,142272.jpg
108,Funny Animal Match Up,Puzzles and games: For under 5s,2-5 years,In library,Beleduc,"Storage location: Preschoolers, A large wooden puzzle with lots of animals that are all divided into heads and tails to match together",/photos/141436.jpg,141436.jpg
1081,Fairy Costume,Dress-Ups: dressing up items,18 mths +,In library,Unknown,"Storage location: Water play, Fairy Costume",/photos/142274.jpg,142274.jpg
1084,Bubble Wand,Preschool: 2+ yr olds,18 mths +,In library,,"Storage location: Water play, ""1 Large Black Dish,1 Blue Dish,1 large Blue bubble blower,1 green/grey/blue bubble blower""",,
1085,Little Tikes Sports and Slide,Big: Big\outdoor\ride on,1-5yrs,In library,Little Tikes,"Storage location: Big toys and ride-ons, Big toy with basketball hoop and soccer goal and slide",/photos/142278.jpg,142278.jpg
1086,Giant Spinning Top,Big: Big\outdoor\ride on,,In library,,Storage location: Big toys and ride-ons,/photos/142279.jpg,142279.jpg
1087,Pogo Stick,Big: Big\outdoor\ride on,5 years +,In library,Triang,Storage location: Over Toddlers years,,
1088,Pink Scooter,Big: Big\outdoor\ride on,,In library,,Storage location: Big toys and ride-ons,/photos/142281.jpg,142281.jpg
1089,Princess Elise Magnetic Dress Up,Puzzles and games: For under 5s,3 years +,In library,,Storage location: Preschoolers,/photos/142282.jpg,142282.jpg
109,Fisher Price Walker 1#,Baby: Toys for 0-2,12-36mths,In library,Fisher Price,Kindly donated by Barsaum (Ramjar). Thank you.,,
1090,Junior Bouncer Trampoline,Big: Big\outdoor\ride on,18 mths +,In library,,"Storage location: Big toys and ride-ons, Baby trampoline",/photos/142283.jpg,142283.jpg
1091,Baby Bouncer Tiny Love,Big: Big\outdoor\ride on,0-6mths,In library,Tiny Love,"Storage location: Babies, ""Bouncinette Tiny Love with clip on attachments and music""",/photos/142284.jpg,142284.jpg
1092,Tutor Systems Level 3 or 4,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,,"Storage location: Numeracy, Literacy and Science, Tutor system with answer tray, number tiles, vocabulary, phonics, reading and spelling books for level 3 and 4",,
1093,Tutor Systems Level 1 or 2,"Over 5: Harder puzzles, games, small pieces, Lego",2-5 years,In library,,"Storage location: Numeracy, Literacy and Science, Tutor system with answer tray, number tiles, vocabulary, phonics, reading and spelling books for level 1 and 2",,
1094,Schleich Farm Set,Preschool: 2+ yr olds,3 years +,In library,,"Storage location: Toddlers, horse box, jeep, tip truck, tractor, trailor, pig, sheep, cows, horses, rooster, hen, milk maid",,
1095,Little Tikes Assortment,Preschool: 2+ yr olds,12-36mths,In library,,"Storage location: Toddlers, ""Boat, Motorbike, chairs, beds, surfboard, speeedboats, people, dog""",,
1096,FM Radio,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: , snap ciruit to make a radio",/photos/142289.jpg,142289.jpg
1097,Little Tikes Wagon,Big: Big\outdoor\ride on,,In library,Little Tikes,Storage location: Big toys and ride-ons,/photos/142290.jpg,142290.jpg
1098,Duplo Supermarket-Cafe,Preschool: 2+ yr olds,2-5 years,In library,Duplo,Storage location: Toddlers,/photos/142291.jpg,142291.jpg
1099,Playskool Magic Tea Party,Preschool: 2+ yr olds,1-5yrs,In library,Playskool,"Storage location: Toddlers, play set that changes colour",/photos/142292.jpg,142292.jpg
11,Hasbro Ride on/Scooter,Big: Big\outdoor\ride on,3-5yrs,In library,Hasbro,,,
110,Fisher Price Noah's Ark,Baby: Toys for 0-2,6-12mths,In library,Fisher Price,Extra pieces in bag behind desk. Pieces all together are: Musical Ark Baby Tiger Baby Elephant Baby Bear Baby Giraffe Baby Gorilla,,
1100,Cozy Coupe Shopping Cart,Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Toddlers, Little Tikes Shopping cart with car underneath to put your teddy in",/photos/142293.jpg,142293.jpg
1101,IQ pyramid,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Donated,"Storage location: Over Toddlers years, The wooden balls stack up to make apyramid in various ways.",,
1102,Ice Cream Parlour,Preschool: 2+ yr olds,2-5 years,In library,Step 2,"Storage location: Toddlers, Ice cream parlour with icecream cones, icecream and toppings. Complete with scoop and two spoons",/photos/142295.jpg,142295.jpg
1103,Step 2 Rollercoaster,Big: Big\outdoor\ride on,1-5yrs,In library,Step 2,"Storage location: Big toys and ride-ons, ""6 pieces ,three bits long rollercoaster with car""",/photos/142296.jpg,142296.jpg
1104,Step 2 Cafe Barista,Preschool: 2+ yr olds,2-5 years,In library,Step 2,"Storage location: Toddlers, Serve drinks and sweet treats. Real frothing, brewing and grinding sounds. Coffee machine plus cups and caf food",/photos/142297.jpg,142297.jpg
1107,Healthy Salad,Preschool: 2+ yr olds,2-5 years,In library,Educo,"Storage location: Toddlers, Salad set including Salad bowl, servers, olive oil, vinegar, pepper, lettuce leaves, tomato, carrot, capsicum, cucumber, onion",/photos/142300.jpg,142300.jpg
111,Littlest Pet Shop,Preschool: 2+ yr olds,3-5yrs,In library,Donated,Two little pets in bag behind the desk.,,
1111,Clippo,"Construction: Blocks, trains, magnets...",18 mths +,In library,,"Storage location: Toddlers, Chunky pieces to build with",/photos/142304.jpg,142304.jpg
1116,Sylvanian Family Car,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,Joined with another toy,Flair,"Storage location: Over Toddlers years, Green Vintage Car and two back seats",,
1117,Sylvanian Families Huge Playset,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,Flair,"Storage location: Over Toddlers years, Mum, Dad, Brother, Sister, 2 babies (green and pink),1 grey kitten with red pants,1 black and white bunny with yellow pants, 2 dummies, 2 bottles, 1 biscuit",,
1118,Little Tikes Garden,Baby: Toys for 0-2,9-24mths,Missing,,"Storage location: Big toys and ride-ons, three shapes plus four balls",,
1119,Little tikes Car Carrier,Preschool: 2+ yr olds,2-5 years,In library,Little Tikes,"Storage location: Preschoolers, Big Truck with two cars inside, red and yellow",/photos/142308.jpg,142308.jpg
112,Duplo Jurassic World,"Construction: Blocks, trains, magnets...",2-5 years,In library,Lego,,/photos/142981.jpg,142981.jpg
1122,Wooden Microwave,Preschool: 2+ yr olds,2-5 years,On loan (overdue),,"Storage location: Preschoolers, Wooden Microwave with round spinning plate inside and knobs on front",/photos/142311.jpg,142311.jpg
1124,Magnetic Counting Set - Numbers,Preschool: 2+ yr olds,3 years +,In library,,"Storage location: Numeracy, Literacy and Science, Magnetic counting set with numbers",/photos/142313.jpg,142313.jpg
1127,Little Tikes Fire Station,Preschool: 2+ yr olds,18 mths +,In library,Little Tikes,"Storage location: Toddlers, Fire Station with slide for little fire engine",,
113,Paw Patrol My Size Lookout Tower,Big: Big\outdoor\ride on,3-5yrs,On loan (overdue),,Bag behind desk  Might want to hire Marshall as well,/photos/142982.jpg,142982.jpg
1132,Little Tikes Golf Set,Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Toddlers, Golf trundler, two clubs, one golf hole and 1 ball",/photos/142320.jpg,142320.jpg
1133,Little People School Bus,Preschool: 2+ yr olds,18 mths +,On loan,Little People,,/photos/142321.jpg,142321.jpg
1135,Menagerie,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Games, Learn about NZ wild life, of threats and management.",/photos/142323.jpg,142323.jpg
1136,Tell the time game,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,,"Storage location: Games, Game to play and learn by matching time",/photos/142324.jpg,142324.jpg
1137,Junior Alpha Animals,Puzzles and games: For under 5s,5 years +,In library,,"Storage location: Games, Test your knowledge of animals and their habitat",/photos/142325.jpg,142325.jpg
1139,Bill Bells Busy Puzzles for kids,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Jigsaws, 250 piece jigsaw puzzel",/photos/142327.jpg,142327.jpg
114,fisher price roll bubble,New: New,,In library,,,,
1141,Step 2 Folding slide,Big: Big\outdoor\ride on,1-5yrs,On loan (overdue),Step 2,"Storage location: Big toys and ride-ons, 3 piece step up slide",/photos/142328.jpg,142328.jpg
1142,Polydron Giant Set,Big: Big\outdoor\ride on,2-5 years,On loan (overdue),Step 2,"Storage location: Construction, 40 piece pack consisting of ,20 triangles (5 each of red, yellow, blue and green),,20 squares (5 each of red, yellow, blue and green)",/photos/142329.jpg,142329.jpg
1143,Baby Bath Set,Preschool: 2+ yr olds,2-5 years,In library,,"Storage location: Preschoolers, Baby bath with potty, brush, comb, sponge and talcum powder",,
1144,Pounce,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Gamewright,"Storage location: Games, ""Catch as cat can card game. 51 cards, 5 laminated instruction cards""",/photos/142331.jpg,142331.jpg
1148,Olifu Balance Disc,Big: Big\outdoor\ride on,3 years +,On loan (overdue),,Storage location: Big toys and ride-ons,/photos/142335.jpg,142335.jpg
1149,Duplo House,"Construction: Blocks, trains, magnets...",3-5yrs,In library,Lego,"Storage location: Construction, Lego House in plastic container",/photos/142336.jpeg,142336.jpeg
115,Leap Frog Purse,New: New,6-12mths,In library,,,,
1150,Little Tikes Ball Drop Water Table,Big: Big\outdoor\ride on,1-5yrs,In library,Little Tikes,"Storage location: Big toys and ride-ons, ""Water Table with spiral ball drop down middle.5 x balls,3 bits that fit into sides (funnell, roundabout, spiral turn)""",/photos/142337.jpg,142337.jpg
1154,Disney Princess Songs Castle,Preschool: 2+ yr olds,2-5 years,In library,Fisher Price,"Storage location: Toddlers, ""Princess castle that makes sounds and song. With 2 princesses.2 chairs,2 flags,1 table,1 bed""",,
1155,Fisher Price Letters Postbox,Baby: Toys for 0-2,12-36mths,On loan (overdue),Fisher Price,"Storage location: Toddlers, ""Mailbox with sounds. ,1 Parcel,3 Letters""",/photos/142341.jpg,142341.jpg
1158,Shapes Picnic Basket,Preschool: 2+ yr olds,12-36mths,On loan,Leap Frog,"Storage location: Toddlers, musical picnic basket. 6 food items, 2 plates, 2 forks, 2 cups and 1 blanket",/photos/142344.jpg,142344.jpg
1159,Lightning McQueen Racing Suit,Dress-Ups: dressing up items,3-5yrs,In library,,"Storage location: Water play, Red suit",/photos/142345.jpg,142345.jpg
116,Paw Patrol Rubble and Marshal (button to speak),New: New,3-5yrs,On loan (overdue),,,/photos/142984.jpg,142984.jpg
1161,Balls,Big: Big\outdoor\ride on,12-36mths,In library,,"Storage location: Toddlers, 93 Balls",/photos/142347.jpg,142347.jpg
1162,WOW PLAYSET,Preschool: 2+ yr olds,2-5 years,In library,Wow,"Storage location: Toddlers, Wow toy with Pippa, fairy, pony and carriage with opening roof.",/photos/142348.jpg,142348.jpg
1163,Wow Dexter the Digger,Preschool: 2+ yr olds,2-5 years,In library,,"Storage location: Toddlers, Wow Dexter Digger, including the driver, and 3 boulders.",,
1164,Melissa & Doug Latches Board,Preschool: 2+ yr olds,18 mths +,In library,Melissa and Doug,"Storage location: Games, Melissa & Doug Latches Board. Board with locks and latches to practice opening",/photos/142350.jpg,142350.jpg
1166,Melissa & Doug Basic Skills Board,Baby: Toys for 0-2,2-5 years,In library,Melissa and Doug,"Storage location: Games, Melissa & Doug Skills board. 6 puzzle pieces each with a different skill on them ie, shoelaces, zip, belt, button etc.",/photos/142352.jpg,142352.jpg
1168,Backyard BBQ,Big: Big\outdoor\ride on,1-5yrs,On loan (overdue),Little Tikes,"Storage location: Big toys and ride-ons, Bbq with grill and sink. Hot plate, two burger buns, burger, sausage and bun,tongs and spatula, yellow pan",,
1169,Interactive Farm,Preschool: 2+ yr olds,2-5 years,In library,Playmobil,"Storage location: Preschoolers, Farm and Base.,Farm animals and garden toys",/photos/142355.jpg,142355.jpg
117,Humdinger Family Set,"Construction: Blocks, trains, magnets...",3 years +,In library,Humdinger,"Storage location: Construction, Large wooden holed box for holding all the wooden pieces and pictures",/photos/141444.jpg,141444.jpg
1172,Magnetic Preten Play Jack,Preschool: 2+ yr olds,3 years +,In library,Melissa and Doug,"Storage location: Preschoolers, Wooden Magnetic Person with several different sporting outfits to dress up.",,
1174,Cutting Food Set,Preschool: 2+ yr olds,2-5 years,In library,Melissa and Doug,"Storage location: Preschoolers, Cutting food set- bread, loaf, carrot, tomatoe, cucumber, apple, watermelon",/photos/142360.jpg,142360.jpg
1176,Playmobile Cat Scratching Tree,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Playmobil,"Storage location: Over Toddlers years, 6 cats, scratching tree and 2 people",,
1177,Family speed boat,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Playmobil,"Storage location: Over Toddlers years, playmobile speed boat and family",/photos/142363.jpg,142363.jpg
1178,Playmobil Horse Riding set with vehicles,New: New,5 years +,Joined with another toy,Playmobil,"Storage location: Over Toddlers years, car and horse trailer. Horse and rider. Playmobile",,
118,Paw Patrol Rocky's Tugboat,Preschool: 2+ yr olds,3-5yrs,On loan (overdue),,,/photos/142985.jpg,142985.jpg
1180,Little People Farm,New: New,18 mths +,In library,,"Storage location: Toddlers, Farm and Animals",/photos/142365.jpg,142365.jpg
1181,Bugs Building,Puzzles and games: For under 5s,3 years +,In library,,"Storage location: Games, 28 bugs, die and instruction sheet",,
1182,Charades,Puzzles and games: For under 5s,3 years +,In library,,"Storage location: Games, 34 red cards, 33 green and 33 blue cards",,
1183,Superman costume,Dress-Ups: dressing up items,3-5yrs,In library,,"Storage location: Water play, Superman costume and cape",/photos/142368.jpg,142368.jpg
1184,Teenage Mutant Ninja Turtles Costume,Dress-Ups: dressing up items,3-5yrs,In library,,"Storage location: Water play, Turtle Costume and 1Masks. Caot hanger and bag",/photos/142369.jpg,142369.jpg
1188,trampoline,Big: Big\outdoor\ride on,1-5yrs,In library,,Storage location: Big toys and ride-ons,/photos/142373.jpg,142373.jpg
1189,Paw Patrol Chase Dress Up,Dress-Ups: dressing up items,3 years +,In library,Donated,,,
119,Marble Slide,"Construction: Blocks, trains, magnets...",3 years +,In library,Toto Toys,"Storage location: Construction, Plastic pieces that can be put together in a variety of ways for marbles to run down. In container with a picture and parts list.",,
1190,Calendar,Puzzles and games: For under 5s,2-5 years,In library,,"Storage location: Preschoolers, Board with months, days, weather, clock",/photos/142374.jpg,142374.jpg
1191,Big Wheel Scooter,Big: Big\outdoor\ride on,4 years +,In library,,Storage location: Big toys and ride-ons,/photos/142375.jpg,142375.jpg
1192,Farm set,Preschool: 2+ yr olds,2-5 years,In library,,"Storage location: Preschoolers, two tractors, 2 reaping machines, horse carriage. Farm parts",,
1193,hello Kitty Popup Game,Puzzles and games: For under 5s,3-5yrs,Missing,,Storage location: Games,,
1195,Fairy Pegasus and Unicorn,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,,"Storage location: Preschoolers, Unicorn, Flying horse and 2 riders",,
1196,Transporter Truck,Preschool: 2+ yr olds,2-5 years,In library,,"Storage location: Preschoolers, Truck and 4 cars",,
1197,Stroller- front swivel wheel,Big: Big\outdoor\ride on,2-5 years,In library,,"Storage location: Preschoolers, ""Pink stroller 3 wheels,Fabric roof, Fabric middle and fabric base""",/photos/142381.jpg,142381.jpg
1199,Thomas Trains Set,"Construction: Blocks, trains, magnets...",2-5 years,In library,,"Storage location: Preschoolers, ""Thomas and Cake acrgo,bertie bus,salty, coal car with coal, charlie, oil car""",/photos/142383.jpg,142383.jpg
12,Pink Barbie helmet,Preschool: 2+ yr olds,3-5yrs,On loan (overdue),,,/photos/142907.jpg,142907.jpg
120,Cruzee Gold Balance Bike,Big: Big\outdoor\ride on,3-5yrs,In library,,For children with height between 60 cm and 120 cm. Max weight 34 kg. Proper seat height should allow the child to sit on the bike with both feet flat on the ground with a slight bend in the child's knees.,/photos/142986.jpg,142986.jpg
1203,Police Plane Pete,Preschool: 2+ yr olds,2-5 years,In library,Wow,"Storage location: Toddlers, plane, policeman and dog",/photos/142387.jpg,142387.jpg
1206,Fire engine Flynn-take n play,Preschool: 2+ yr olds,2-5 years,In library,Fisher Price,"Storage location: Preschoolers, ""Sodor search and rescue center-fire truck, thomas engine,44 track pieces""",/photos/142390.jpg,142390.jpg
1207,Art Teacher Barbie,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Over Toddlers years, barbie, art station and art pieces",,
1208,Thomas Shark Exhibit- take n play,"Construction: Blocks, trains, magnets...",1-5yrs,In library,,"Storage location: Construction, Shark Exhibit, thomas train with carriage, shark, 44 track pieces",/photos/142392.jpg,142392.jpg
1209,Monsters Mask,Dress-Ups: dressing up items,4 years +,In library,Diset,"Storage location: Water play, blue monster mask. Instruction sheet",,
121,Cruzee Red Balance Bike,Big: Big\outdoor\ride on,3-5yrs,In library,,For children with height between 60 cm and 120 cm. Max weight 34 kg. Proper seat height should allow the child to sit on the bike with both feet flat on the ground with a slight bend in the child's knees.,/photos/142987.jpg,142987.jpg
1210,Teenage mutant ninja turtle,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,,"Storage location: Over Toddlers years, turtle, nunchuks, staff, throwing discs",,
1213,Red/Blue motorbike,Big: Big\outdoor\ride on,12-36mths,In library,Triang,Storage location: Big toys and ride-ons,,
1214,Dora Bath Doll,Preschool: 2+ yr olds,1-5yrs,In library,,"Storage location: Preschoolers, Dora and turtle",/photos/142398.jpg,142398.jpg
1215,Marios Pizza,Preschool: 2+ yr olds,,In library,Wow,"Storage location: Preschoolers, Pizzeria, Oven 3 pizza, 2 men, motor bike",/photos/142399.jpg,142399.jpg
1216,Mike the Knight bath Toy,Preschool: 2+ yr olds,1-5yrs,In library,Fisher Price,"Storage location: Preschoolers, Pirate Boat, Mike, Captain Hook, Izzie Patch, treasure and telescope",/photos/142400.jpg,142400.jpg
1217,Butterfly Stacking Block Puzzle,Puzzles and games: For under 5s,2-5 years,In library,,"Storage location: Jigsaws, 9 blocks and base with 3 rods",/photos/142401.jpg,142401.jpg
1218,Enigma Puzzle,Puzzles and games: For under 5s,3 years +,In library,,"Storage location: Jigsaws, Shape block puzzle",/photos/142402.jpg,142402.jpg
122,Ribbit-Tat-Tat Electronic Drums,Preschool: 2+ yr olds,3-5yrs,In library,Tyco,Please don't lose the two drumsticks. Thanks.,,
1220,Pop to the shops,Puzzles and games: For under 5s,4 years +,In library,Orchard Toys,"Storage location: Games, board, cards, characters, money dice, instructions",/photos/142404.jpg,142404.jpg
1221,Safari hide and seek,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,Smart Games,"Storage location: Over Toddlers years, box and lid, 4 puzzle pieces. Puzzle and challenges game",,
1222,Exersaucer Jungle,Baby: Toys for 0-2,0-6mths,In library,Evenflo,"Storage location: Babies, Blue/green exersaucer-music, lights. Hanging toys.",/photos/142406.jpg,142406.jpg
1224,Bus stop,Puzzles and games: For under 5s,4 years +,In library,Orchard Toys,"Storage location: Games, Adding/subtracting game. Board, buses, people and dice.",/photos/142408.jpg,142408.jpg
1225,FORD car tool bench,Big: Big\outdoor\ride on,2-5 years,In library,,"Storage location: Preschoolers, tool bench, several tools and ramp",,
1226,Teddy bear cake tin,PARENTS: For Parents,,In library,,"Storage location: Behind Issues, cake tin",/photos/142410.JPG,142410.JPG
1227,Car Cake tin,PARENTS: For Parents,,In library,,"Storage location: Behind Issues, car tin",/photos/142411.JPG,142411.JPG
1228,Dolly Varden cake tin,PARENTS: For Parents,,In library,,"Storage location: Behind Issues, cake tin, doll, middle pipe screw and bolt",/photos/142412.JPG,142412.JPG
1229,Letters cake tin,PARENTS: For Parents,,On loan (overdue),,"Storage location: Behind Issues, tin, 12 inserts, instructions",/photos/142413.JPG,142413.JPG
123,vtech Toot Toot Drivers Ultimate Track Set,Preschool: 2+ yr olds,1-5yrs,In library,V Tech,,,
1230,Crown Cake tin,PARENTS: For Parents,,In library,,"Storage location: Behind Issues, cake tin and instructions",/photos/142414.JPG,142414.JPG
1231,Handbag cake tin,PARENTS: For Parents,,In library,,"Storage location: Behind Issues, cake tin and instructions",/photos/142415.JPG,142415.JPG
1232,Wavy Tactile Path,Big: Big\outdoor\ride on,2-5 years,In library,Wee Play,"Storage location: Preschoolers, 8 tactile floor pieces and bag and instruction sheet",/photos/142416.jpg,142416.jpg
1233,Wedgit Deluxe set,"Construction: Blocks, trains, magnets...",2-5 years,In library,,Storage location: Preschoolers,/photos/142417.jpg,142417.jpg
1235,Cozy Pumper,Big: Big\outdoor\ride on,,In library,Little Tikes,"Storage location: Big toys and ride-ons, Petrol pump toy",/photos/142419.jpg,142419.jpg
1236,Floor Surfer,Big: Big\outdoor\ride on,1-5yrs,In library,,Storage location: Big toys and ride-ons,/photos/142420.jpg,142420.jpg
1237,scooter board,Big: Big\outdoor\ride on,1-5yrs,In library,,Storage location: Big toys and ride-ons,/photos/142421.jpg,142421.jpg
1238,Giant sand digger,Big: Big\outdoor\ride on,2-5 years,In library,Gowi,Storage location: Big toys and ride-ons,/photos/142422.jpg,142422.jpg
1239,Boomwhacker Tubes,Music: CDs instruments and musical toys,2-5 years,In library,,"Storage location: Music, set of 8 musical tubes",,
124,John Deere Farmyard Sorter,Baby: Toys for 0-2,6-12mths,In library,John Deere,Shapes in bag behind the desk,,
1240,Rocking Bowl,Big: Big\outdoor\ride on,2-5 years,In library,Wee Play,"Storage location: Big toys and ride-ons, green bowl",/photos/142424.jpg,142424.jpg
1241,green weplay roll,Big: Big\outdoor\ride on,1-5yrs,In library,Wee Play,Storage location: Babies,/photos/142425.jpg,142425.jpg
1242,Magna Tiles,"Construction: Blocks, trains, magnets...",3 years +,In library,,"Storage location: Preschoolers, 32 magnetic tiles",/photos/142426.jpg,142426.jpg
1243,sit and spin,Big: Big\outdoor\ride on,18 mths +,On loan (overdue),,Storage location: Big toys and ride-ons,/photos/142427.jpg,142427.jpg
1244,whirlee,Big: Big\outdoor\ride on,12-36mths,In library,,"Storage location: Big toys and ride-ons, red ride on",/photos/142428.jpg,142428.jpg
1245,Table and chaiirs,Big: Big\outdoor\ride on,1-5yrs,In library,,"Storage location: Big toys and ride-ons, table/4 chairs",/photos/142429.JPG,142429.JPG
1246,Tumblekins Fire Station,Baby: Toys for 0-2,18 mths +,In library,,"Storage location: Babies, fire station, egg person and fire truck",/photos/142430.jpg,142430.jpg
1249,Junior Labyrinth,Preschool: 2+ yr olds,2-5 years,On loan (overdue),,"Storage location: Preschoolers, magnetic  board with balls and wands",/photos/142433.jpg,142433.jpg
125,Fisher Price Taco Truck,Big: Big\outdoor\ride on,18 mths +,On loan (overdue),Fisher Price,Bag behind desk.,,
1250,Bilibo,Big: Big\outdoor\ride on,1-5yrs,In library,,Storage location: Big toys and ride-ons,/photos/142434.jpg,142434.jpg
1251,Firetruck,Preschool: 2+ yr olds,12-36mths,In library,,"Storage location: Toddlers, red firetruck",,
1252,first steps babywalker,Baby: Toys for 0-2,12-36mths,In library,V Tech,"Storage location: Babies, walker with music and buttons",/photos/142436.jpg,142436.jpg
1253,Wooden Vehciles,Preschool: 2+ yr olds,2-5 years,In library,,"Storage location: Preschoolers, Two Cars",,
1255,Jungle Animal Dominoes,Puzzles and games: For under 5s,,In library,,Storage location: Games,/photos/142439.jpg,142439.jpg
1256,Juggling,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Over Toddlers years, 3 balls, 3 Scarves and Book",,
1257,Disney Princess Memory Game,Puzzles and games: For under 5s,,In library,,Storage location:,,
1258,Tell the time,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Games, 4 time boards, 24 picture cards",/photos/142442.jpg,142442.jpg
126,Medical Cart,New: New,3-5yrs,On loan,Smoby,,,
1260,Poppys Pony Adventure,Preschool: 2+ yr olds,1-5yrs,In library,Wow,"Storage location: Preschoolers, Van, trailer, girl, horse",/photos/142444.jpg,142444.jpg
1261,3rd Man rebound Net,Big: Big\outdoor\ride on,2-5 years,On loan (overdue),,"Storage location: Big toys and ride-ons, Soccer rebound net",/photos/142445.jpg,142445.jpg
1262,Trampoline,Big: Big\outdoor\ride on,1-5yrs,On loan,,Storage location: Big toys and ride-ons,,
1263,Ball Maze,"Construction: Blocks, trains, magnets...",2-5 years,On loan (overdue),,"Storage location: Preschoolers, Tubes, connector sticks, 6 balls 1 blue connector slightly cracked",,
1265,Crazy Fort,Big: Big\outdoor\ride on,2-5 years,On loan,,"Storage location: Preschoolers, balls and sticks",/photos/142449.jpg,142449.jpg
1266,rebound net,Big: Big\outdoor\ride on,2-5 years,In library,,Storage location: Big toys and ride-ons,/photos/142450.jpg,142450.jpg
1268,Doc Mcstuffins dressup,Preschool: 2+ yr olds,4 years +,In library,Diset,,/photos/142452.jpg,142452.jpg
127,Lock Box,Big: Big\outdoor\ride on,2-5 years,In library,,,,
