toy_id,name,category,age_range,status,manufacturer,description,photo_url,photo_file
24,Carry Along Workshop,Preschool: 2+ yr olds,2-5 years,In library,Little Tikes,"Storage location: Preschoolers, Large plastic square container with plastic tool kit inside, with bag",,
240,F&P Western Fort,Preschool: 2+ yr olds,3 years +,In library,Fisher Price,Storage location: Preschoolers,,
241,Pink doll,Preschool: 2+ yr olds,1-5yrs,In library,,,,
242,Tubular Bells,Music: CDs instruments and musical toys,2-5 years,In library,,"Storage location: Music, Long tubular bells on stand with beater",,
243,Tongue Drum,Music: CDs instruments and musical toys,18 mths +,In library,,"Storage location: Music, Wooden rectangular box with two beaters and bag",/photos/141553.jpg,141553.jpg
244,Optimus Prime Dinosaur/Knight,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Playskool,,/photos/143083.jpg,143083.jpg
245,Honey Pot Fun Playset,Preschool: 2+ yr olds,,On loan (overdue),,"Storage location: Toddlers, Small winnie the pooh featured honey pot shaped house with accessories in bag",,
246,Safari Sounds Microphone 1#,Preschool: 2+ yr olds,2-5 years,In library,Vtech,,/photos/143084.jpg,143084.jpg
247,John Deere Buck,Big: Big\outdoor\ride on,1-5yrs,In library,,,/photos/143195.jpg,143195.jpg
248,Floaty Boat,Baby: Toys for 0-2,12-36mths,In library,Fisher Price,Storage location: Toddlers,/photos/141558.jpg,141558.jpg
249,WOW Spaceship,Preschool: 2+ yr olds,2-5 years,In library,Wow,,/photos/143086.jpg,143086.jpg
25,Wooden Toaster,Preschool: 2+ yr olds,18 mths +,In library,,"Storage location: Toddlers, Wooden toaster and 2 slices of toast",,
250,Police Vest and cap,Preschool: 2+ yr olds,3-5yrs,In library,Unknown,,,
251,Wooden girl dress up knob puzzle,Preschool: 2+ yr olds,2-5 years,On loan (overdue),Unknown,,,
252,TRUCK John Deere,Big: Big\outdoor\ride on,3-5yrs,On loan (overdue),John Deere,,/photos/143089.jpg,143089.jpg
253,TRACTOR LOADER John Deere,Big: Big\outdoor\ride on,3-5yrs,In library,John Deere,,/photos/143090.jpg,143090.jpg
254,FLIP ride on,Big: Big\outdoor\ride on,1-5yrs,In library,Wishbone,,/photos/143091.jpg,143091.jpg
255,Tri bike 2,Big: Big\outdoor\ride on,18 mths +,On loan,,,,
256,Thomas bike,Big: Big\outdoor\ride on,4 years +,In library,,,/photos/143093.jpg,143093.jpg
257,Dino Hunt,Preschool: 2+ yr olds,3-5yrs,In library,Fisher Price,,/photos/143094.jpg,143094.jpg
258,Gator Goal,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,Hasbro,,/photos/143096.jpg,143096.jpg
259,Cookie Monster Elbow & Knee Guards,Big: Big\outdoor\ride on,2-5 years,In library,Tomy,"Storage location: Preschoolers, 2 knee guards and 2 elbow guards with cookie monster on them.",,
26,Wooden chunky train 2,Preschool: 2+ yr olds,1-5yrs,In library,,,/photos/142916.jpg,142916.jpg
260,Little pull back truck,Preschool: 2+ yr olds,6-12mths,In library,Unknown,,,
261,Hot wheels dragon attack,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Mattel,,,
262,WOW Fireball Frankie,Preschool: 2+ yr olds,1-5yrs,In library,Wow,,,
263,Magnetic Building Blocks,"Construction: Blocks, trains, magnets...",2-5 years,In library,Playwell,"Storage location: Construction, Set of blocks, including vehicle that are magnetic in bag",,
264,WOW Richie Race Car,Preschool: 2+ yr olds,1-5yrs,In library,Wow,,,
265,WOW Dynamite Daisy,Preschool: 2+ yr olds,1-5yrs,In library,Wow,,,
266,JOHN DEERE MIGHTY TRIKE,Big: Big\outdoor\ride on,3-5yrs,In library,John Deere,,/photos/143106.jpg,143106.jpg
267,Little Tikes UNICORN,Big: Big\outdoor\ride on,1-5yrs,In library,Little Tikes,,/photos/143107.jpg,143107.jpg
268,WOW George's Dragon Tale,Preschool: 2+ yr olds,2-5 years,In library,,,,
269,Duplo Post Office,"Construction: Blocks, trains, magnets...",2-5 years,In library,Duplo,"Storage location: Construction, Small yellow post office with assorted blocks in bag with picture",/photos/141573.jpg,141573.jpg
27,Wooden chunky tractor,Preschool: 2+ yr olds,1-5yrs,In library,,,/photos/142917.jpg,142917.jpg
270,WOW Policeman Charlie,Preschool: 2+ yr olds,2-5 years,In library,,,,
271,WOW PLAYSET,New: New,2-5 years,In library,Wow,,,
272,WOW Rock n' Ride Ralph,Preschool: 2+ yr olds,2-5 years,In library,,,,
273,Shapeboard,Baby: Toys for 0-2,18 mths +,In library,Viola,"Storage location: Toddlers, Shape board with 18 pieces to match, bag",/photos/141576.jpg,141576.jpg
274,WOW Mary and her little lamb,Preschool: 2+ yr olds,2-5 years,In library,,,,
275,WOW Cupcake Chloe,Preschool: 2+ yr olds,2-5 years,In library,,,,
276,leap frog toy drum,New: New,,In library,,,,
277,Fisher - Price Animal Train,New: New,,In library,,,,
278,Duplo Playhouse,"Construction: Blocks, trains, magnets...",2-5 years,In library,Duplo,"Storage location: Construction, Grey base board out of box that has many duplo housepieces",/photos/141579.jpg,141579.jpg
279,Ticket to Ride First Journey,Big: Big\outdoor\ride on,5 years +,In library,,,/photos/143116.JPG,143116.JPG
28,Shopping Cart & Groceries,Big: Big\outdoor\ride on,2-5 years,In library,Little Tikes,"Storage location: Big toys and ride-ons, Yellow shopping trolley with groceries in bag",/photos/141364.jpg,141364.jpg
280,Baby Mat,Baby: Toys for 0-2,0-6mths,In library,Unknown,,,
281,Mini Spinning Wheel,Baby: Toys for 0-2,0-6mths,In library,,Kindly donated by Layla Du-Percival. Thank you.,/photos/143118.jpg,143118.jpg
282,Mini Marble Run,"Construction: Blocks, trains, magnets...",,In library,,Storage location: Construction,/photos/141583.jpg,141583.jpg
283,Vtech Musical Rhymes Book,Baby: Toys for 0-2,0-6mths,In library,Vtech,Kindly donated by Layla Du-Percival. Thank you.,/photos/143119.jpg,143119.jpg
284,Playskool Hammer Bench,Baby: Toys for 0-2,6-12mths,On loan,Playskool,Kindly donated by Layla Du-Percival. Thank you.,/photos/143120.jpg,143120.jpg
285,Playskool Musical Tambourine,Baby: Toys for 0-2,0-6mths,In library,Playskool,Kindly donated by Layla Du-Pervival. Thank you.,/photos/143121.jpg,143121.jpg
286,Deer Bounce Game,Preschool: 2+ yr olds,4 years +,In library,,,/photos/143512.jpg,143512.jpg
287,Twinkles to go Octopus,Baby: Toys for 0-2,0-6mths,On loan (overdue),Unknown,,/photos/143122.jpg,143122.jpg
288,John Deere Build A Tractor,New: New,,On loan (overdue),,,,
289,Find A Word,Puzzles and games: For under 5s,2-5 years,In library,Living and Learning,"Storage location: Games, A boxed game to make words by joinging pieces",,
29,Wooden Activity Tree,Preschool: 2+ yr olds,6-12mths,In library,Unknown,Many thanks to Lockie Zhou who kindly donated this toy.,,
290,GHOST BLITZ,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Unknown,,/photos/143124.jpg,143124.jpg
291,Whats Next,Puzzles and games: For under 5s,2-5 years,In library,Living and Learning,"Storage location: Games, Sequential game, players have to match the 3 pieces of each sequence",,
292,Gobblet Junior,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Blue Orange,,/photos/143125.jpg,143125.jpg
293,Duplo Service Station,"Construction: Blocks, trains, magnets...",2-5 years,In library,Duplo,"Storage location: Construction, Large rectangle plastic box and duplo pieces",,
294,SUPER SANDWICH,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Gamewright,,/photos/143126.jpg,143126.jpg
295,Large tow truck,New: New,,On loan,,,,
296,JOHN DEERE Power Cipper,Preschool: 2+ yr olds,1-5yrs,In library,John Deere,,,
297,Three Little Pigs,Puzzles and games: For under 5s,3 years +,In library,Smart Games,,,
298,Bug catcher set,"Over 5: Harder puzzles, games, small pieces, Lego",4 years +,In library,Unknown,,,
299,Buildn Snail Pail,Baby: Toys for 0-2,12-36mths,In library,Fisher Price,"Storage location: Toddlers, A plastic snail shaped shape sorter with 3 different types of shapes",/photos/141597.jpg,141597.jpg
3,Wooden Coffee Shop Set,"Over 5: Harder puzzles, games, small pieces, Lego",3-5yrs,In library,Notting Horse,,,
30,Duplo - Dino World,"Construction: Blocks, trains, magnets...",2-5 years,In library,Duplo,"Storage location: Construction, Large rectangular plastic container with duplo pieces",/photos/141366.jpg,141366.jpg
300,NOAH'S ARK - Classic world,Preschool: 2+ yr olds,1-5yrs,In library,classic world,,,
301,DORA phone,Preschool: 2+ yr olds,18 mths +,In library,Mattel,Kindly donated by Amber Sheppard,,
302,Rainbow Loader,Baby: Toys for 0-2,3-5yrs,In library,,,,
303,Fisher Price Medical Set,Preschool: 2+ yr olds,3 years +,In library,Fisher Price,Storage location: Preschoolers,,
304,"BRUDER Land Rover, horsefloat and Snow Mobile","Over 5: Harder puzzles, games, small pieces, Lego",4 years +,On loan (overdue),,,,
305,CUBBY TIME FABRIC HOUSE,NONE: No category set,,In library,Unknown,,,
306,CUBBY TIME FABRIC STOVE,NONE: No category set,,In library,,,,
307,Mike The Knight Dress Up,Preschool: 2+ yr olds,2-5 years,In library,,Kindly donated by Riley Sheppard.,,
308,Baobei Rocking Horse,Big: Big\outdoor\ride on,1-5yrs,In library,Unknown,,,
309,mixed baby toys,Baby: Toys for 0-2,6-12mths,In library,Shelcore,"Storage location: Babies, ""10 coloured cups, klackeroo (was 262),fisher price hammer (was 1351),fisherprice train (was 1110)""",,
31,Crane,Preschool: 2+ yr olds,3-5yrs,In library,,,/photos/142919.jpg,142919.jpg
310,MOCKA Wooden Table and Chairs,Big: Big\outdoor\ride on,3-5yrs,On loan,,"Kindly donated by Amber, Ruby and Riley Sheppard.",,
311,Rattle & Roll,Baby: Toys for 0-2,9-36mths,On loan,Donated,,/photos/143140.jpg,143140.jpg
312,Genius Puzzle,"Construction: Blocks, trains, magnets...",3 years +,In library,,Storage location: Construction,,
313,Fisher Price Shapes Set,Baby: Toys for 0-2,6-12mths,In library,Fisher Price,,/photos/143141.jpg,143141.jpg
314,Loving Country Home,New: New,,In library,,,/photos/143455.jpg,143455.jpg
315,NUTCASE Helmet,Baby: Toys for 0-2,6-12mths,In library,Unknown,,,
316,RALPH THE DINOSAUR,Dress-Ups: dressing up items,3-5yrs,In library,Unknown,Kindly donated by Craig Sumpter.,/photos/143145.jpg,143145.jpg
317,Slide,Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Big toys and ride-ons, Blue and orange slide",/photos/141615.jpg,141615.jpg
318,Peppa Pig Memory Cards,Preschool: 2+ yr olds,3 years +,In library,,,,
319,Vtech Driver,Baby: Toys for 0-2,6-12mths,In library,V Tech,,,
32,Playskool ride on,Preschool: 2+ yr olds,1-5yrs,In library,,,,
320,Mini Wooden Building Blocks with wooden tray,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,,,
321,Felt Kids Deep Sea Diving,Puzzles and games: For under 5s,3 years +,In library,Felt Kids,"Storage location: Preschoolers, Felt board with felt pieces in bag",/photos/141619.jpg,141619.jpg
322,Alligator See Saw,Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Big toys and ride-ons, Long green seesaw",/photos/141620.jpg,141620.jpg
323,Vtech Toot Toot Race Cars,Big: Big\outdoor\ride on,,In library,Vtech,,/photos/143186.jpg,143186.jpg
324,Felt Kids Beach Party,Puzzles and games: For under 5s,3 years +,In library,Felt Kids,"Storage location: Preschoolers, Felt board with felt pieces",/photos/141622.jpg,141622.jpg
325,Fisher Price Walker,Big: Big\outdoor\ride on,12-36mths,In library,Fisher Price,,,
326,Chase the Tail,Puzzles and games: For under 5s,2-5 years,Being repaired,Living and Learning,Storage location: Games,,
327,Blue and red ride on,Big: Big\outdoor\ride on,3-5yrs,In library,Unknown,Kindly donated by Wendy Zhou. Thank you.,,
328,High school musical microphone,Music: CDs instruments and musical toys,1-5yrs,In library,Unknown,,,
329,Lightening McQueen Laptop,Preschool: 2+ yr olds,2-5 years,In library,Donated,Kindly donated by Riley Sheppard.,,
33,Music Set,Music: CDs instruments and musical toys,2-5 years,In library,,"Storage location: Music, ""drum, 2 sticks,caterpiller, rain maker, triangle and stick""",,
330,Pink Princess Dress,Dress-Ups: dressing up items,3-5yrs,In library,Donated,,,
331,Purple Party Dress,Dress-Ups: dressing up items,,In library,Donated,Kindly donated by Amber Sheppard.,,
332,Light pink party dress,Dress-Ups: dressing up items,5 years +,In library,Donated,,,
333,Bing the bunny,Preschool: 2+ yr olds,3-5yrs,In library,Fisher Price,Kindly donated by Deacon Gardyne,,
334,Arctic Play Set,"Over 5: Harder puzzles, games, small pieces, Lego",3-5yrs,On loan,Unknown,Thank you to Sarah for purchasing this toy.,,
335,Fisher Price Learning Football,Preschool: 2+ yr olds,6-12mths,In library,Donated,,,
336,Fisher Price Globe,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Fisher Price,,,
337,Quatro Blocks,"Construction: Blocks, trains, magnets...",18 mths +,Missing,Lego,"Storage location: Construction, XL box of quatro blocks 8x the size of duplo for ages 1-3",,
338,Shop and Learn Cash Register,Preschool: 2+ yr olds,2-5 years,Being repaired,Unknown,Extra pieces behind desk. Very important pieces please do not lose. Thank you.,,
339,Black cowboy hat,Dress-Ups: dressing up items,3 years +,In library,,,,
34,Learning chair,Baby: Toys for 0-2,12-36mths,In library,,,/photos/142921.jpg,142921.jpg
340,Beige cowboy hat,Dress-Ups: dressing up items,3 years +,In library,,,,
341,White cowboy hat,Dress-Ups: dressing up items,3 years +,In library,,,,
342,Woven hat,Dress-Ups: dressing up items,3 years +,In library,,,,
343,Black dress hat,Dress-Ups: dressing up items,3 years +,In library,,,,
344,Kitty cat keyboard,New: New,,On loan (overdue),,,,
345,Pink flower dress,Dress-Ups: dressing up items,3-5yrs,In library,Unknown,,,
346,MOCKA BIKE - Pink,Big: Big\outdoor\ride on,3-5yrs,In library,Unknown,,,
347,FISHER PRICE RIDE ON DIGGER,Big: Big\outdoor\ride on,2-5 years,In library,Fisher Price,Kindly donated by Riley Sheppard.,,
348,BABYBOUNCE Bouncer,Baby: Toys for 0-2,0-6mths,In library,Unknown,Kindly donated by Sarah Gardyne. Thank you.,,
349,Little People jungle mat with animals,Preschool: 2+ yr olds,1-5yrs,On loan (overdue),Fisher Price,The animals all have an alphabet letter,,
35,Vehicle puzzle knobs,Puzzles and games: For under 5s,12-36mths,In library,,,/photos/142922.jpg,142922.jpg
350,Kinderboard,Big: Big\outdoor\ride on,2-5 years,In library,Kinderfeet,,/photos/143182.jpg,143182.jpg
351,Toot Toot Friends Magic Lights Castle,Preschool: 2+ yr olds,1-5yrs,In library,Vtech,,,
352,Vtech Toot Toot Fire Station,Preschool: 2+ yr olds,3-5yrs,In library,Vtech,,/photos/143187.jpg,143187.jpg
353,Western Play Fort,Preschool: 2+ yr olds,3 years +,In library,Lil Playmates,"Storage location: Construction, A Western Play Fort complete with indians cowbows horses waggons and cannons",/photos/141642.jpg,141642.jpg
354,Vtech Toot Toot Drivers Transport Truck with Vehicles,Preschool: 2+ yr olds,2-5 years,In library,Vtech,,,
355,Orange bar trampoline,Big: Big\outdoor\ride on,2-5 years,On loan (overdue),Unknown,,,
356,Thomas set with die cast trains,New: New,,In library,,,,
357,BIG DUMP TRUCK FLOOR PUZZLE,Puzzles and games: For under 5s,3 years +,In library,Donated,Kindly donated by Eddie Jenkins. Thank you.,,
358,Construction puzzle 2in1,Puzzles and games: For under 5s,3 years +,In library,,Kindly donated by Eddie Jenkins.Thank you.,,
359,Loving Family Home,Preschool: 2+ yr olds,1-5yrs,In library,classic world,,/photos/143193.jpg,143193.jpg
36,Violet Puppy with High Chair & Accessories,Preschool: 2+ yr olds,2-5 years,In library,Little Tikes,"Storage location: Big toys and ride-ons, White and pink plastic highchair and bag of accessories",,
360,Tony The Tiger,New: New,,In library,,,,
361,Princess Table,Preschool: 2+ yr olds,2-5 years,In library,Unknown,,,
362,Scuttle bug,Big: Big\outdoor\ride on,2-5 years,In library,,,,
363,Woofer guitar 1,New: New,,In library,,,,
364,Woofer guitar 2,New: New,,In library,,,,
365,Vtech Alphabet Train,Baby: Toys for 0-2,18 mths +,In library,Vtech,,,
366,Rainbow Musical Walker,Baby: Toys for 0-2,12-36mths,In library,Unknown,Kindly donated by Lockie Dong. Thank you very much :),,
367,Walking ROCKY (Paw Patrol),Preschool: 2+ yr olds,2-5 years,In library,Unknown,Kindly donated by the Maday family. Thanks very much :),,
368,FLIP-FLOP ALPHABET BLOCKS,NONE: No category set,3 years +,In library,Donated,,,
369,Buzz About Mailbox,Baby: Toys for 0-2,9-24mths,In library,Little Tikes,Storage location: Toddlers,/photos/141651.jpg,141651.jpg
37,My Little Pony Flower Tree,Baby: Toys for 0-2,2-5 years,In library,Hasbro,,,
370,Fisher Price Walker,Baby: Toys for 0-2,18 mths +,In library,,,,
371,Leap Frog Purple Dinosaur,Baby: Toys for 0-2,18 mths +,On loan (overdue),Leap Frog,,,
372,DINOSAURS,Preschool: 2+ yr olds,3 years +,In library,Unknown,Kindly donated by Riley Sheppard. Thank you :),,
373,fisher price little driver,New: New,,In library,,,/photos/143314.jpg,143314.jpg
374,Baby toy cube,Baby: Toys for 0-2,1-5yrs,In library,Unknown,,,
375,Wooden vehicles and a donkey :),New: New,2-5 years,In library,,,,
376,Music Kidz Keyboard,Music: CDs instruments and musical toys,12-36mths,In library,Unknown,,,
377,Animal Tenpin bowling,New: New,,In library,,,,
378,Rescue Helicopter,Preschool: 2+ yr olds,2-5 years,In library,,,,
379,Peppa Pig Playground,"Over 5: Harder puzzles, games, small pieces, Lego",,In library,Unknown,,,
38,Music set 1,Music: CDs instruments and musical toys,3-5yrs,In library,,,/photos/142924.jpg,142924.jpg
380,Baby dolls,Preschool: 2+ yr olds,18 mths +,On loan,Unknown,,,
381,Animal Baby Lotto,Puzzles and games: For under 5s,2-5 years,In library,Ravensburger,Storage location: Games,/photos/141657.jpg,141657.jpg
382,Vtech 2in1 Sports Centre,Big: Big\outdoor\ride on,18 mths +,On loan (overdue),Vtech,,,
383,Bosch Tools & Drill Case,Preschool: 2+ yr olds,3 years +,In library,Bosch,"Storage location: Preschoolers, Tools and case with tool belt",,
384,Baby farm puzzle,Puzzles and games: For under 5s,18 mths +,In library,,,,
385,Paw Patrol Pups to the rescue driver,Preschool: 2+ yr olds,18 mths +,In library,Vtech,,/photos/143226.jpg,143226.jpg
386,Yellow car,New: New,,In library,,,,
387,Pre-wheels balance bike - Red and black,Big: Big\outdoor\ride on,2-5 years,In library,,,,
388,Easy Building - Pink set,New: New,5 years +,In library,,,,
389,"Elbow, Knee and Wrist Pads",Big: Big\outdoor\ride on,,In library,Landway,"Storage location: Behind Issues, Hired free with any scooter",,
39,Music set 2,Music: CDs instruments and musical toys,3-5yrs,In library,,,,
390,Pre-wheels balance bike - Pink and white,Big: Big\outdoor\ride on,2-5 years,In library,,,,
391,"HARO Shredder 12"" Pink and Black Pedal bike",Big: Big\outdoor\ride on,2-5 years,In library,,,,
392,"HARO Shredder 12"" Green and Black Pedal bike",Big: Big\outdoor\ride on,2-5 years,In library,,,,
393,Riley the T-rex,Dress-Ups: dressing up items,2-5 years,In library,Unknown,Kindly donated by Riley Sheppard.,,
394,V Tech Toot-Toot Train Station,"Construction: Blocks, trains, magnets...",6 - 36 mths,In library,Vtech,,/photos/143233.jpg,143233.jpg
395,Family Van,Preschool: 2+ yr olds,12-36mths,On loan,Fisher Price,"Storage location: Toddlers, Purple an with Mum, baby, pram and groceries with bag, requires batteries",,
396,Puzzle Blocks,Baby: Toys for 0-2,12-36mths,In library,Redbox,Storage location: Toddlers,/photos/141672.jpg,141672.jpg
397,Little Tom RIDE ON TRACTOR - Red and Black,Big: Big\outdoor\ride on,3 years +,In library,Unknown,,,
398,Cookie Monster Pots and Pans,Baby: Toys for 0-2,18 mths +,In library,Fisher Price,"Storage location: Babies, Cookie Monster bath toy that has 3 utensils attached, pour water into his head and his eyes will roll around, bag",/photos/141674.jpg,141674.jpg
399,Poppity Pop Elephant,Baby: Toys for 0-2,12-36mths,In library,Fisher Price,"Storage location: Toddlers, Pull along blue Elephant with 4 peek nullanull boo blocks to put in him",/photos/141675.jpg,141675.jpg
4,"Swagtron 2-in-1 Child Walker, Balance Bike and Scooter",Big: Big\outdoor\ride on,2-5 years,In library,SWAGTRON,,/photos/143081.jpg,143081.jpg
40,Play Slide,Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Big toys and ride-ons, Orange and blue slide",/photos/141374.jpg,141374.jpg
400,Nutcase Captain Helmet,Big: Big\outdoor\ride on,2-5 years,In library,Nutcase,,,
401,Touch & Teach Tablet,New: New,,In library,,,,
402,Nutcase Spots Helmet,Big: Big\outdoor\ride on,2-5 years,In library,Nutcase,,,
403,Nutcase Smile Helmet,Big: Big\outdoor\ride on,2-5 years,On loan (overdue),Nutcase,,,
404,BILIBO SEAT,New: New,3-5yrs,In library,,,,
405,Nutcase Stars Helmet,Big: Big\outdoor\ride on,2-5 years,In library,Nutcase,,,
406,Felt Creations-Castle,Preschool: 2+ yr olds,3 years +,In library,Felt Creations,Storage location: Preschoolers,,
407,"HARO Shredder 16"" Black and Blue Pedal bike",Big: Big\outdoor\ride on,5 years +,In library,,,/photos/143239.jpg,143239.jpg
408,"HARO Shredder 16""  Blue and Black Pedal bike",Big: Big\outdoor\ride on,5 years +,In library,,,/photos/143240.jpg,143240.jpg
409,Wooden tanker with detachable truck cab,Big: Big\outdoor\ride on,3 years +,In library,Unknown,,,
41,Green trike tractor john deere,Big: Big\outdoor\ride on,1-5yrs,On loan (overdue),John Deere,,/photos/142926.jpg,142926.jpg
410,Wooden transporter truck,New: New,3 years +,In library,,,,
411,Pink wooden babies cradle,Big: Big\outdoor\ride on,2-5 years,In library,Unknown,Kindly donated by Amber and Ruby Sheppard :),,
412,Wooden vehicles,Big: Big\outdoor\ride on,2-5 years,In library,Unknown,,,
413,Peekaboo blocks,Baby: Toys for 0-2,9-24mths,In library,Fisher Price,"Storage location: Babies, 6 peekaboo blocks in bag, 6 balls",/photos/141687.jpg,141687.jpg
414,My Little Pony,Preschool: 2+ yr olds,18 mths +,In library,Hasbro,Kindly donated by Amber Sheppard :),,
415,Electronic cash register,Preschool: 2+ yr olds,2-5 years,In library,Klein,"Storage location: Preschoolers, cash register with solar powered calculator and credit card.",/photos/141689.jpg,141689.jpg
416,Magnetic Farm Board,Puzzles and games: For under 5s,3 years +,In library,Unknown,"Storage location: Preschoolers, Magnetic Farm Board with magnetic pieces for story creation",/photos/141690.jpg,141690.jpg
417,Buzzy Bee Pull Along,Preschool: 2+ yr olds,2-5 years,In library,Unknown,,,
418,Bob the Builders Playdough Activity Belt,Preschool: 2+ yr olds,2-5 years,In library,Dorcy,"Storage location: Preschoolers, Playdough accessory set in Bob the Builder theme.  Comes as tools on a tool belt.",/photos/141692.jpg,141692.jpg
419,Toddler Play Set,Baby: Toys for 0-2,18 mths +,In library,Unknown,,,
42,Big dog truck,Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,,,
420,Train Track Village,"Construction: Blocks, trains, magnets...",3 years +,On loan (overdue),Unknown,"Storage location: Construction, ""Train track, also has buildings for a village, does fit with Thomas tracks, spare parts in the box++""",,
421,Percy the train torch (Large),New: New,1-5yrs,In library,,,,
422,Dinosaur Egg,New: New,3 years +,On loan (overdue),,,/photos/143516.jpg,143516.jpg
423,Dinoland Felt Montage,Preschool: 2+ yr olds,3 years +,In library,Felt Creations,"Storage location: Preschoolers, A felt montage depicting prehistoric times, with and assortment of Dinosaurs and Palentolic plants",/photos/141697.jpg,141697.jpg
424,Binoculars,Preschool: 2+ yr olds,2-5 years,On loan (overdue),Unknown,"Storage location: Preschoolers, Telescope, Binoculars and Two Way Microscope",,
425,Police Officer -Dress up,Dress-Ups: dressing up items,3-5yrs,In library,dress up for kids,"Storage location: Water play, ""One piece outfit with:cap with badge, shirt/pants with attached patches, duty belt with radio,baton,and handcuffs,  and ID wallet.""",,
426,Clover the Bunny,Preschool: 2+ yr olds,3-5yrs,In library,,,,
427,Wooden Dressing Table with mirror and stool,New: New,3-5yrs,In library,,,,
428,Harold,Preschool: 2+ yr olds,1-5yrs,In library,,,,
429,My little pony mermaids,"Over 5: Harder puzzles, games, small pieces, Lego",2-5 years,In library,,,,
43,ride on tcv green 2,Big: Big\outdoor\ride on,18 mths +,In library,Evenflo,,/photos/142929.jpg,142929.jpg
430,Walk like a chicken,New: New,18 mths +,In library,,Kindly gifted to the library from The Toy Library Federation of New Zealand. Thank you :),,
431,Mega Blocks Yellow School Bus,Baby: Toys for 0-2,18 mths +,In library,,,,
432,Little Tikes Green/Yellow Coup,Big: Big\outdoor\ride on,2-5 years,In library,Little Tikes,Kindly donated :),,
433,Superman and Batman (inside out),Dress-Ups: dressing up items,4 years +,In library,Donated,,,
434,Fisher Price Little People Red Bus,New: New,1-5yrs,In library,Fisher Price,,,
435,Glow in the dark Thomas set,"Construction: Blocks, trains, magnets...",4 years +,In library,Unknown,,,
436,Thomas Brendam Docks - Deluxe Set,"Construction: Blocks, trains, magnets...",4 years +,In library,,,,
437,Miles From Tomorrowland,New: New,,On loan (overdue),,,,
438,Bead set,"Over 5: Harder puzzles, games, small pieces, Lego",,In library,,,,
439,Wooden Highchair,New: New,2-5 years,In library,,,,
44,Little tikes xylophone,Baby: Toys for 0-2,0-6mths,In library,Little Tikes,,/photos/142930.jpg,142930.jpg
440,Megablocks truck,New: New,2-5 years,In library,,,,
441,Number Bugs,Puzzles and games: For under 5s,12-36mths,In library,Pintoy,"Storage location: Games, 4 nullBugsnull that each have a top and base with pegs that correspond to number of holes on top bug piece, in box",/photos/141713.jpg,141713.jpg
442,Musical Instruments,Music: CDs instruments and musical toys,2-5 years,In library,Pintoy,"Storage location: Music, Six musical instruments in box with beaters",,
443,Tower Slope,Preschool: 2+ yr olds,2-5 years,In library,Pintoy,"Storage location: Preschoolers, Wooden orange, green and yelow donward sloping track with vehicles to go down in separate but attached bag, tall",,
444,Wooden Tool Box,Preschool: 2+ yr olds,2-5 years,On loan,Pintoy,"Storage location: Preschoolers, Wooden Tool Box with hammer, spanner etc.",,
445,Fisher Price Learning Table,New: New,18 mths +,In library,,,,
446,V Tech First Steps Baby Walker,New: New,18 mths +,In library,,,,
447,Megablocks wagon,New: New,18 mths +,In library,,,,
448,MEGA BLOCKS TRUCK,New: New,,In library,,,,
449,Fisher Price Tap and Beats Bench,New: New,1-5yrs,On loan (overdue),,,,
45,Music set,Music: CDs instruments and musical toys,3 years +,In library,,,,
450,Fisher Price Swan Princess Castle,New: New,5 years +,In library,,,,
451,Folding mini plastic doll house,New: New,5 years +,In library,,,,
452,Car Shape Sorter,Baby: Toys for 0-2,12-36mths,In library,Chicco,"Storage location: Toddlers, Red car shape sorter with shapes",/photos/141724.jpg,141724.jpg
453,Baby Toys Activity Set,New: New,6-12mths,In library,,,,
454,Baby Play Toys,New: New,6-12mths,In library,,,,
455,Dinosaurs,Preschool: 2+ yr olds,3 years +,In library,Schleich,"Storage location: Preschoolers, 6 Dinosaurs and book",,
456,JOHN DEERE playset,New: New,,On loan (overdue),,,,
457,Dolls Pram (red),Big: Big\outdoor\ride on,2-5 years,In library,Unknown,"Storage location: Preschoolers, Red pram with parcel tray, nappy bag, carrycot and canopy",,
458,Barbie and pony,Baby: Toys for 0-2,3 years +,In library,,,/photos/143294.jpg,143294.jpg
459,Little tikes tough truck,New: New,2-5 years,In library,,,,
46,Mega blocks fire truck,New: New,,In library,,,,
460,JollyBaby Baby Mat,Baby: Toys for 0-2,0-6mths,In library,,,,
461,Vtech Race Along Bear,Baby: Toys for 0-2,,In library,,,,
462,Noahs Ark,Preschool: 2+ yr olds,2-5 years,In library,Timbertop Toys,"Storage location: Preschoolers, Wooden Noahnulls Ark with removable roof and animals in bag",,
